show_name,parent_category,middle_category,child_category,address,tel,google_url,latitude,longitude,google_place_id
株式会社　松木家,飲食,日本料理,その他,渋谷区円山町6-8松木家ビル1階　　,03-3461-2651,,35.657231,139.6946818,Ek1KYXBhbiwg44CSMTUwLTAwNDQgVG9reW8sIFNoaWJ1eWEsIE1hcnV5YW1hY2jFjSwgNuKIku-8mCDmnb7mnKjlrrbjg5Pjg6sgMemajiIgGh4KFgoUChIJ-bIlilWLGGARjcNYkKIV18ISBDHpmo4
Cabotte,飲食,外国料理,フランス料理,渋谷区桜丘町12-5桜丘Kビル　地下1階,03-3462-7790,,35.6542838,139.7012488,Ek5KYXBhbiwg44CSMTUwLTAwMzEgVG9reW8sIFNoaWJ1eWEsIFNha3VyYWdhb2thY2jFjSwgMTLiiJLvvJUg5qGc5LiY77yr44OT44OrIDEiHRobChYKFAoSCXdvN6BQixhgEaTAVgf8O0eJEgEx
comecafe  Osamu bar,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区鶯谷町8-10代官山トゥエルブ2 2F-A,090-6538-138,,35.6532078,139.703882,EjkyLDJmLCA4LTEwIFVndWlzdWRhbmljaMWNLCBTaGlidXlhLCBUb2t5byAxNTAtMDAzMiwgSmFwYW4iIBoeChYKFAoSCbds4-FaixhgESUoVQU6U9WuEgQyLDJm
かもん,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区上原1-35-9,080-6776-1122,,35.6696173,139.6814352,ChIJU3VRDkjzGGAR7gDkYHHQPh0
粥麺楽屋喜々,飲食,外国料理,中国料理,渋谷区神宮前2-6-6秀和外苑レジデンス,03-5474-6691,https://tabelog.com/tokyo/A1306/A130603/13020662/,35.6726964,139.7123195,ChIJL0XasP6NGGARnDHD062BOno
唐揚げ餃子忠吉,飲食,居酒屋,居酒屋,渋谷区本町3丁目8番10号,03-6276-7779,,35.6890199,139.6832908,ChIJf9y2LSjzGGARPDcTXZd_R5M
カラオケスナックМ,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区神山町9-14白樺ビル103,070-4531-0717,,35.6636281,139.6943037,EjYxMDMsIDktMTQgS2FtaXlhbWFjaMWNLCBTaGlidXlhLCBUb2t5byAxNTAtMDA0NywgSmFwYW4iHxodChYKFAoSCSVcLVCsjBhgEYPD9KR5ChdUEgMxMDM
Carasawagi Bar,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚1-57-10笹塚駅前ビル2F,03-5388-9785,https://r.gnavi.co.jp/8grmdk8y0000/?sc_lid=smp_top_01,35.6740114,139.6669843,EjsyZiwgMS1jaMWNbWUtNTctMTAgU2FzYXp1a2EsIFNoaWJ1eWEsIFRva3lvIDE1MS0wMDczLCBKYXBhbiIeGhwKFgoUChIJOQkO3hnzGGARXb4De34WEqYSAjJm
CALLASTOKYO,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区富ヶ谷2-45-21,070-8354-8282,,35.6676595,139.6875779,ChIJx5f1bUzzGGAR5Dn3PEJahfQ
辛トォンデジ,飲食,外国料理,韓国料理,渋谷区道玄坂1-20-12MT道玄坂ビル1F,03-3464-6653,,35.65769969999999,139.6991605,ChIJFeuytleLGGARRIlzIIuHbk4
カリヒオ,飲食,外国料理,インド料理,渋谷区幡ヶ谷2-48-7細谷荘1F,03-5371-0125,,35.6794782,139.6768527,Ek1KYXBhbiwg44CSMTUxLTAwNzIgVG9reW8sIFNoaWJ1eWEsIEhhdGFnYXlhLCAyLWNoxY1tZeKIkjQ44oiS77yYIOe0sOiwt-iNmCAxZiIeGhwKFgoUChIJjQTojSTzGGARQ5gTbGZvUt0SAjFm
カリビアンレストランサニーカフェ,飲食,外国料理,その他,渋谷区広尾1-6-6第一三輪ビル102,03-6456-2217,,35.6485277,139.7145808,ElNKYXBhbiwg44CSMTUwLTAwMTIgVG9reW8sIFNoaWJ1eWEsIEhpcm9vLCAxLWNoxY1tZeKIkjbiiJLvvJYg56ys77yR5LiJ6Lyq44OT44OrIDEwMiIfGh0KFgoUChIJC2YHG2uLGGAR1Z440S4MsXkSAzEwMg
CARIMELLO,飲食,外国料理,その他,渋谷区富ヶ谷1-8-7飯島ビル1階,03-5453-8518,,35.6685907,139.6908146,ElFKYXBhbiwg44CSMTUxLTAwNjMgVG9reW8sIFNoaWJ1eWEsIFRvbWlnYXlhLCAxLWNoxY1tZeKIkjjiiJLvvJcg6aOv5bO244OT44OrIDHpmo4iIBoeChYKFAoSCUcJobZM8xhgEVwa80YzNrDwEgQx6ZqO
CURRY&SPICE 青い鳥,飲食,外国料理,その他,渋谷区幡ヶ谷2丁目47-12ハウス満盛 2F,03-6276-0082,,35.6792088,139.6770851,ChIJ1b-ulCTzGGARf0Egk_2Ij1A
かわど,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿1-8-14大黒ビル1F 恵比寿ストア内 かわど,090-2036-4639,,35.6477087,139.7099257,ChIJ8cjMtkGLGGAR-n8M1hFE_l4
韓国家庭料理アシア,飲食,外国料理,韓国料理,渋谷区代々木4-5-1ダイヤビル109,03-5371-2005,,35.6786046,139.6927129,EjgxMDksIDQtY2jFjW1lLTUtMSBZb3lvZ2ksIFNoaWJ1eWEsIFRva3lvIDE1MS0wMDUzLCBKYXBhbiIfGh0KFgoUChIJdfD2a8uMGGARWSZcs5T-pLQSAzEwOQ
韓国語で話せBAR,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区猿楽町2-14プラスリノ猿楽町4階,090-1976-1000,,35.6534337,139.704869,ElBKYXBhbiwg44CSMTUwLTAwMzMgVG9reW8sIFNoaWJ1eWEsIFNhcnVnYWt1Y2jFjSwgMuKIku-8ke-8lCDjg4rjgqzjgqrjg5Pjg6sgNOmajiIgGh4KFgoUChIJSQX9FVuLGGAR7GNd4CRiTMsSBDTpmo4
韓国食堂トォンデジ,飲食,外国料理,韓国料理,渋谷区桜丘町16番地7鈴木ビル1F,03-3770-2939,,35.6564106,139.7010796,EkxKYXBhbiwg44CSMTUwLTAwMzEgVG9reW8sIFNoaWJ1eWEsIFNha3VyYWdhb2thY2jFjSwgMTbiiJLvvJcg6Yi05pyo44OT44OrIDFmIh4aHAoWChQKEgnRYw5eV4sYYBEAQeV249elKxICMWY
韓国料理らーたん,飲食,外国料理,韓国料理,渋谷区笹塚1-58-13フィエスタ笹塚3F,03-5304-4884,,35.6737465,139.6664495,EllKYXBhbiwg44CSMTUxLTAwNzMgVG9reW8sIFNoaWJ1eWEsIFNhc2F6dWthLCAxLWNoxY1tZeKIkjU44oiS77yR77yTIOesueWhmuS4readkeODk-ODqyAzZiIeGhwKFgoUChIJy3eC4xnzGGARiLNFujhm9hcSAjNm
CANTINA REGALO,飲食,外国料理,イタリア料理,渋谷区代々木4-6-2宍戸ビルB1F,03-6383-3384,,35.6783509,139.6929474,EkFQcm94aW1hLCBiMWYsIDQtY2jFjW1lLTYtMiBZb3lvZ2ksIFNoaWJ1eWEsIFRva3lvIDE1MS0wMDUzLCBKYXBhbiIfGh0KFgoUChIJQzDpEsuMGGARIVz3pWd6KmcSA2IxZg
カンパイ!BUTTON,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区笹塚1-57-10笹塚駅前ビル2F WAIGAYA内,03-6680-7371,https://instagram.com/canpai_button?igshid=YmMyMTA2M2Y,35.6740358,139.6669007,ChIJjc_13RnzGGARO3IwULdeva0
カーサベッラ,飲食,外国料理,イタリア料理,渋谷区神宮前2-3-30第二竹上ビルB1,03-6804-1495,http://www.hostariacasabella.com/,35.6743055,139.71278,EkDnq7ks5LiKLCAyLWNoxY1tZS0zLTMwIEppbmfFq21hZSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwMDEsIEphcGFuIiMaIQoWChQKEglRObryl4wYYBHaEsL0wRK1gRIH56u5LOS4ig
カーニャパッソ,飲食,居酒屋,ダイニング・バー,渋谷区代々木1-32-9吉川代々木ビルB1F,070-1537-7237,,35.6820593,139.7024256,ElJKYXBhbiwg44CSMTUxLTAwNTMgVG9reW8sIFNoaWJ1eWEsIFlveW9naSwgMS1jaMWNbWXiiJIzMeKIku-8kSDku6PjgIXmnKjjg5Pjg6sgYjFmIh8aHQoWChQKEgkxsPo-xowYYBED-gZdIwjChRIDYjFm
コズミックダイニング・GAILA,飲食,外国料理,無国籍料理,渋谷区初台1-36-1,03-5388-8437,,35.6800706,139.6860697,ChIJESSbIDLzGGARsC4ddIxdTko
GatemoTabum　ガテモタブン,飲食,外国料理,その他,渋谷区上原1-22-5,03-3466-9590,https://www.gatemotabum.com/,35.6684619,139.682573,ChIJmb4L9kjzGGARLPMqwlWB7WM
GATO,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区本町6-38-3松島ビル1階,080-3272-3820,,35.6807651,139.6762427,ElJKYXBhbiwg44CSMTUxLTAwNzEgVG9reW8sIFNoaWJ1eWEsIEhvbm1hY2hpLCA2LWNoxY1tZeKIkjM44oiS77yTIOadvuWztuODk-ODqyAx6ZqOIiAaHgoWChQKEgllf3RzJPMYYBHxRYB1W9W29BIEMemajg
がらり千駄ヶ谷店,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷2-6-4がらり千駄ヶ谷店,03-5786-1820,,35.6751071,139.7091009,ChIJpTVrrb2MGGARLi_dBGo9kNc
元祖うな鐡,飲食,日本料理,うなぎ,渋谷区道玄坂道玄坂2-8-8コスモ渋谷館1階,03-3461-9024,http://www.unatetsu.com,35.6584695,139.6984936,ChIJd0Y1KVaLGGARIJi2R9VCb5U
元祖シュウマイ酒場　野田焼売店,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷5-18-1,050-5456-1908,,35.682985,139.7028646,ChIJTer1bcaMGGAR1FVQMmOov3w
樹安亭,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷5-21-2松友ビル　1F,090-4919-0173,,35.6833633,139.7043254,ElFKYXBhbiwg44CSMTUxLTAwNTEgVG9reW8sIFNoaWJ1eWEsIFNlbmRhZ2F5YSwgNS1jaMWNbWXiiJIyMeKIku-8kiDmnb7lj4vjg5Pjg6sgMWYiHhocChYKFAoSCYchmI7GjBhgEasFXbRsEsdQEgIxZg
キガルニワショク弾,飲食,居酒屋,居酒屋,渋谷区上原1-33-12ちとせビル202,03-6804-8935,,35.6692072,139.6807486,ElVKYXBhbiwg44CSMTUxLTAwNjQgVG9reW8sIFNoaWJ1eWEsIFVlaGFyYSwgMS1jaMWNbWXiiJIzM-KIku-8ke-8kiDjgaHjgajjgZvjg5Pjg6sgMjAyIh8aHQoWChQKEgmDymHhR_MYYBE2ZsY7T3XDIhIDMjAy
きくちや,飲食,居酒屋,居酒屋,渋谷区西原3丁目23-62Fプラド,080-9050-9058,,35.6705325,139.6831313,EltKYXBhbiwg44CSMTUxLTAwNjYgVG9reW8sIFNoaWJ1eWEsIE5pc2hpaGFyYSwgMy1jaMWNbWXiiJIyM-KIku-8ku-8kyA2SyfvvZPjgrnjgq_jgqjjgqIgNjJmIh8aHQoWChQKEgkrWQkuSPMYYBH2FHZzwbuWjBIDNjJm
BAR KIZUKI,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区渋谷1丁目8番地5号グローリア宮益坂10階,03-6434-1309,,35.6602601,139.7054305,ChIJ8zzvImqLGGARb04tgU6t4z0
KITASANDO COFFEE,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷4丁目12-8SSUビル1F,070-9154-5483,,35.68022,139.7045399,ChIJT2mFWseMGGARai2IeFE0Jks
きたぽん酒,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区広尾1-10-5日興パレス広尾プラザ103,03-6882-4800,,35.6483499,139.7169279,ChIJbY6BqbSLGGARMqvGeUHJc0Y
喫茶おおいずみ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区笹塚3-19-5大泉商店ビル1F,03-3377-5996,,35.677023,139.6673615,ElZKYXBhbiwg44CSMTUxLTAwNzMgVG9reW8sIFNoaWJ1eWEsIFNhc2F6dWthLCAzLWNoxY1tZeKIkjE54oiS77yVIOWkp-azieWVhuW6l-ODk-ODqyAxZiIeGhwKFgoUChIJxWIrERnzGGAR8akUJAMro6wSAjFm
喫茶室 とし,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿西1丁目8-2ウエストパレスビル1階,090-8596-6592,,35.647793,139.7081702,ChIJhYzOs6aLGGARJLNEai3PMJw
喫茶SMiLE 喫茶スマイル,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町11-11柳光ビル本館3F,080-5546-9657,http://www.udagawasmile.com,35.6625731,139.6971993,EkZSeXVrb3UgQnVpbGRpbmcsIDNmLCAxMS0xMSBVZGFnYXdhY2jFjSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwNDIsIEphcGFuIh4aHAoWChQKEgnZgjZJqYwYYBE4sSQT4WxyyxICM2Y
喫茶ダンボ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区初台1-39-10,03-3379-6799,,35.680007,139.6871776,ChIJDxivNzLzGGARWBb4jEpD9HU
喫茶と酒場　代官山ジャンプ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代官山町13-4セレサ代官山2階,03-6455-1815,,35.6498437,139.70448,ChIJeS2MXACLGGARvgINmqZYlHs
喫茶バー　ナイマ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原3-2-2,03-5453-0169,,35.6674792,139.6813767,ChIJEc7ThEjzGGAR17gJ2SsbcwQ
kitchen&bar MORIS,飲食,居酒屋,ダイニング・バー,渋谷区東2-20-16estマニヴィアB1F,03-6451-1683,http://www.morismoris.com/,35.6535859,139.7096464,ChIJb8qC2UKLGGAROuFv8P42cVw
キッチンかねじょう,飲食,外国料理,その他,渋谷区幡ヶ谷2-47-1本田ビル1階,03-6276-1514,,35.6791082,139.6772695,ElJKYXBhbiwg44CSMTUxLTAwNzIgVG9reW8sIFNoaWJ1eWEsIEhhdGFnYXlhLCAyLWNoxY1tZeKIkjQ34oiS77yRIOacrOeUsOODk-ODqyAx6ZqOIiAaHgoWChQKEgmPOPrqJPMYYBHwoVocAwWjWRIEMemajg
キッチンカーAZITO,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区神宮前2丁目31-8,090-7758-8964,,35.6729571,139.709018,ChIJx8eIJ72MGGARhjPF-wWbGBc
キッチンシロップ,飲食,喫茶店・カフェ,その他,渋谷区幡ヶ谷1-32-15笹峰ぎゃらりー1階,070-1596-0632,,35.6763126,139.6765119,Ej0x6ZqOLCAxLWNoxY1tZS0zMi0xNSBIYXRhZ2F5YSwgU2hpYnV5YSwgVG9reW8gMTUxLTAwNzIsIEphcGFuIiAaHgoWChQKEgmvGWZoO_MYYBGO2j8JzdHkxRIEMemajg
kitchen GCH,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区笹塚3-19-4平野ビル1F,03-5843-5343,,35.6771449,139.6672507,ElZKYXBhbiwg44CSMTUxLTAwNzMgVG9reW8sIFNoaWJ1eWEsIFNhc2F6dWthLCAzLWNoxY1tZeKIkjE54oiS77yUIOOCq-ODvOOCteOCteOCq-OCpCAxZiIeGhwKFgoUChIJf-5-FhnzGGAR5V8wQ4Y1zbgSAjFm
キッチン髙野,飲食,外国料理,中国料理,渋谷区本町4-43-1,090-8808-2772,,35.6857368,139.6788246,ChIJVRnyrifzGGARYgJpZY0Uly4
キッチン屯,飲食,居酒屋,居酒屋,渋谷区広尾5-19-3マチダビル一階,090-2871-6552,,35.6488457,139.7199354,EjvkuIDpmo4sIDUtY2jFjW1lLTE5LTMgSGlyb28sIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDEyLCBKYXBhbiIiGiAKFgoUChIJszrvzRKLGGAR9JoSBSA9shkSBuS4gOmajg
キッチンハセガワ,飲食,外国料理,その他,渋谷区円山町22-16,03-6416-1081,https://kitchen-hasegawa.com/,35.6567321,139.6943781,ChIJZWiQj1WLGGARpCW69LHXrXg
キッチンふるはし,飲食,ステーキ・焼肉,その他,渋谷区広尾5-18-2,03-3444-3733,,35.649412,139.7206687,ChIJV0jUtBKLGGAR-VVHj-HWbZc
キッチンわたりがらす,飲食,外国料理,無国籍料理,渋谷区東3-24-14エクセルハイム恵比寿1階,03-3797-1515,,35.6494593,139.7095067,EmZKYXBhbiwg44CSMTUwLTAwMTEgVG9reW8sIFNoaWJ1eWEsIEhpZ2FzaGksIDMtY2jFjW1l4oiSMjTiiJLvvJHvvJQg44Ko44Kv44K744Or44OP44Kk44Og5oG15q-U5a-_IDHpmo4iIBoeChYKFAoSCXPgn4dBixhgEXbuLj9QfA4sEgQx6ZqO
紀風,飲食,日本料理,日本料理,渋谷区恵比寿ターレル恵比寿1階,03-5422-7792,https://www.ebisu-kihuu.com/,35.6468808,139.7171773,ChIJEWV6XROLGGARySZAzajsHcY
きまぐれクミコ,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区道玄坂2-20-26藤和エクシール道玄坂B1-5,03-6427-0838,,35.6593021,139.6967812,ChIJObzEuICNGGARwK8BL-rmObI
気まぐれダイニングBAR PONすけ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷2-20-6第10岩田ビル,03-3374-6460,,35.6767033,139.6741023,ChIJL6H_MiPzGGARpWhJfeMHnyA
キミドリ.,飲食,居酒屋,その他,渋谷区渋谷3丁目12番24号小池ビル1F小池ビル,03-5468-3289,,35.6565523,139.7062054,El5KYXBhbiwg44CSMTUwLTAwMDIgVG9reW8sIFNoaWJ1eWEsIDMtY2jFjW1l4oiSMTLiiJLvvJLvvJQg44K444On44Kk5riL6LC344K744Oz44OB44Ol44Oq44O8IDFmIh4aHAoWChQKEgnJpKT2W4sYYBEmdE9Il4yaQxICMWY
木本商店,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷3-8-7,03-5351-0848,,35.6806899,139.6760334,ChIJCUfldCTzGGAR8DS5zNg_QFU
CAMELBACK RICH VALLEY,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷1-9-23服部ビル102,03-6407-9969,,35.6687145,139.689938,ElNKYXBhbiwg44CSMTUxLTAwNjMgVG9reW8sIFNoaWJ1eWEsIFRvbWlnYXlhLCAxLWNoxY1tZeKIkjniiJLvvJLvvJMg5pyN6YOo44OT44OrIDEwMiIfGh0KFgoUChIJvX7rokzzGGARPXroHu60Z9QSAzEwMg
CAMELOT,飲食,その他(バー・クラブ・スナックなど),クラブ,渋谷区神南1丁目18番2号フレーム神南坂B1～B3,03-5728-5613,,35.6628751,139.7001055,Ek5GcmFtZSBKaW5uYW4temFrYSwgYjEsYjMsIDEtY2jFjW1lLTE4LTIgSmlubmFuLCBTaGlidXlhLCBUb2t5byAxNTAtMDA0MSwgSmFwYW4iIRofChYKFAoSCS02MeuojBhgEVAbF9kBt8xNEgViMSxiMw
キュマン,飲食,外国料理,無国籍料理,渋谷区代々木4-11-16,090-6182-2135,,35.679258,139.6916071,ChIJ6RYkqcyMGGARmicRTO9XBQw
京料理　阿うん,飲食,日本料理,日本料理,渋谷区富ヶ谷 1-33-6代々木パークサイドB1,050-3628-6763,https://www.tablecheck.com/ja/shops/aun/reserve,35.6665629,139.6883058,ChIJ0cjMaQDzGGARmPJLFCkxJLI
㐂宵,飲食,居酒屋,居酒屋,渋谷区宇田川町36-16プラザマリーナビル103,03-6427-0748,https://www.instagram.com/777.sake/,35.6617214,139.6963584,EjYxMDMsIDM2LTE2IFVkYWdhd2FjaMWNLCBTaGlidXlhLCBUb2t5byAxNTAtMDA0MiwgSmFwYW4iHxodChYKFAoSCW-uM1-pjBhgEQsHRcWO3pDOEgMxMDM
清武,飲食,居酒屋,居酒屋,渋谷区松濤1-29-2松涛スクエアビル地下1階,03-6455-0064,,35.6600042,139.6950798,ElRKYXBhbiwg44CSMTUwLTAwNDYgVG9reW8sIFNoaWJ1eWEsIFNoxY10xY0sIDEtY2jFjW1l4oiSMjniiJLvvJIg44K544Kv44Ko44Ki44OT44OrIDEiHRobChYKFAoSCSu6OcqrjBhgEb7fVeDSx0DSEgEx
金ちゃん渋谷2号店,飲食,外国料理,韓国料理,渋谷区宇田川町28-15サンマルジェビル5階,03-3461-6655,,35.6604123,139.6984067,EkZTYWludCBNYXJlamllLCA16ZqOLCAyOC0xNSBVZGFnYXdhY2jFjSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwNDIsIEphcGFuIiAaHgoWChQKEglFPqCxqYwYYBFQS55vaT30QhIENemajg
金ちゃん渋谷本店,飲食,外国料理,韓国料理,渋谷区宇田川町30-5渋谷JOWビル9階,03-6455-3838,,35.6608944,139.6979788,ChIJl-fxTwCNGGARPY7DMc8n8v4
有限会社きんはる,飲食,居酒屋,居酒屋,渋谷区上原1丁目34番7号和田ビル1階,03-3469-1410,,35.6693517,139.6815761,ElBKYXBhbiwg44CSMTUxLTAwNjQgVG9reW8sIFNoaWJ1eWEsIFVlaGFyYSwgMS1jaMWNbWXiiJIzNOKIku-8lyDlkoznlLDjg5Pjg6sgMemajiIgGh4KFgoUChIJt2FvDUjzGGAReYuZ-9kQncgSBDHpmo4
ぎっちょん,飲食,居酒屋,ダイニング・バー,渋谷区神宮前2-22-1長谷川ビル1F,03-3402-3164,,35.6751356,139.7105141,EjsxZiwgMi1jaMWNbWUtMjItMSBKaW5nxattYWUsIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDAxLCBKYXBhbiIeGhwKFgoUChIJl4uQdb2MGGARex6FPOwS-7wSAjFm
ギャラリーコンシールシブヤ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区道玄坂1-11-3富士商事ビル4F,03-3463-0720,,35.6576082,139.6987605,ChIJn5U3S1aLGGAREu8A81g5-aI
Gallery Bar 余白,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区本町2-1-7フォレスト初台102,03-5843-5392,,35.6843925,139.6851751,ChIJBYNdli7zGGARJA2O-xTJAnw
ギャラリー雪月花タイ料理サムロー神泉,飲食,外国料理,東南アジア料理,渋谷区神泉町14-13ギャラリー雪月花ゆづか　SaamRoa,090-7833-3710,,35.6569459,139.6924337,ChIJYSAKfxGNGGAR8XAUX7bQ6X4
牛タンいろ葉別邸,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷5-20-10ほぼ新宿のれん街,03-3354-3130,,35.6830213,139.7033933,ChIJmfvQZcaMGGARpC-Ct3n5BSs
牛丸,飲食,ステーキ・焼肉,焼肉,渋谷区宇田川町30-5渋谷JOWビル 8階,03-6712-7871,,35.6608944,139.6979788,ChIJl-fxTwCNGGARPY7DMc8n8v4
QUEEN MAJESTEA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区幡ヶ谷3-16-7Repia-M102,090-3109-0474,,35.6800129,139.6726343,ChIJo_7MLCLzGGAREXaj6YXAePQ
空雅,飲食,ステーキ・焼肉,焼肉,渋谷区恵比寿1-6-7animoebisu 3F,03-6450-3885,,35.64722,139.7153418,ChIJq6q7yhSLGGARS6MW3I4MU0o
KUKUTANA,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区桜丘町23番17号シティコート桜丘408,070-8435-5540,,35.6556571,139.6997131,ChIJMxMcPFeLGGARB_bL5ZKlfE0
串揚げ酒場あすれ,飲食,居酒屋,居酒屋,渋谷区笹塚3-19-2青田ビル1C,090-3585-6528,,35.6773244,139.6669645,EjoxYywgMy1jaMWNbWUtMTktMiBTYXNhenVrYSwgU2hpYnV5YSwgVG9reW8gMTUxLTAwNzMsIEphcGFuIh4aHAoWChQKEgkpNQs_GfMYYBHLw39648sdHBICMWM
串揚げひなた,飲食,居酒屋,居酒屋,渋谷区代々木1-42-2代々木berry102,03-6276-8289,,35.6827995,139.6992045,ChIJIZi1Jc-MGGARHX6qJo-2fTI
串いろいろとわっぱ飯　民家,飲食,居酒屋,居酒屋,渋谷区恵比寿南2丁目2番2号K・Tビル,03-3760-2400,,35.6458024,139.7075731,ChIJj6Egw0CLGGARtr8pJwtHfDw
串カツ民屋代々木上原店,飲食,居酒屋,居酒屋,渋谷区上原1-35-2上原銀座ビル2F,03-5453-6070,,35.66969539999999,139.6820745,ElRKYXBhbiwg44CSMTUxLTAwNjQgVG9reW8sIFNoaWJ1eWEsIFVlaGFyYSwgMS1jaMWNbWXiiJIzNeKIku-8kiDkuIrljp_pioDluqfjg5Pjg6sgMmYiHhocChYKFAoSCRXKyxVI8xhgEaR_-OkSTbPjEgIyZg
串音,飲食,日本料理,とんかつ・串かつ,渋谷区道玄坂2-23-13渋谷デリタワー5階,090-5793-3356,http://kushine.com,35.6601085,139.6961331,ChIJTyZVd4-NGGARK7au-Lu20os
串焼き七福,飲食,居酒屋,居酒屋,渋谷区富ヶ谷1-3-12エムプレイス201,03-3469-4989,,35.6692896,139.6890584,EjsyMDEsIDEtY2jFjW1lLTMtMTIgVG9taWdheWEsIFNoaWJ1eWEsIFRva3lvIDE1MS0wMDYzLCBKYXBhbiIfGh0KFgoUChIJDU1WekvzGGAR6XhYHqXjNtkSAzIwMQ
串焼ダイニング十兵衛,飲食,居酒屋,ダイニング・バー,渋谷区恵比寿南1-23-5アメリカンブリッジカンパニービル1F,03-3719-2833,,35.644488,139.709367,ChIJZ4BkhD-LGGARUsFMS_giZ-Y
串焼と酒　一佳,飲食,居酒屋,居酒屋,渋谷区恵比寿1-4-1恵比寿アーバンハウス109,03-3444-0801,,35.6476642,139.7116013,El9KYXBhbiwg44CSMTUwLTAwMTMgVG9reW8sIFNoaWJ1eWEsIEViaXN1LCAxLWNoxY1tZeKIkjTiiJLvvJEg5oG15q-U5a-_44Ki44O844OQ44Oz44OP44Km44K5IDEwOSIfGh0KFgoUChIJQ38fKkCLGGARwftEw1XNn2YSAzEwOQ
串や　馬加羅亭,飲食,居酒屋,居酒屋,渋谷区恵比寿3-4-3第四得丸ビル1階,03-3442-2547,,35.6449071,139.7188731,ElRKYXBhbiwg44CSMTUwLTAwMTMgVG9reW8sIFNoaWJ1eWEsIEViaXN1LCAzLWNoxY1tZeKIkjTiiJLvvJMg56ys77yT5p2x44OT44OrIOesrCzlm5siIxohChYKFAoSCZc7oc4TixhgEXWD6bPVzuZ2EgfnrKws5Zub
CUCINA DIESEL FARM,飲食,外国料理,イタリア料理,渋谷区渋谷1-23-16cocoti 1F,03-3409-5670,,35.66135020000001,139.7032633,ChIJLf-LcKeMGGAR2falY3V3ENk
CUJORL,飲食,外国料理,その他,渋谷区桜丘町22-8縣ビル1F,03-5784-5818,,35.65422119999999,139.6999325,EklKYXBhbiwg44CSMTUwLTAwMzEgVG9reW8sIFNoaWJ1eWEsIFNha3VyYWdhb2thY2jFjSwgMjLiiJLvvJgg57ij44OT44OrIDFmIh4aHAoWChQKEgkTjDLGUIsYYBGo0ARGbqPqIhICMWY
クライネヒュッテ,飲食,居酒屋,居酒屋,渋谷区代々木2-11-5アクティブ新宿B1,03-3320-3557,,35.6875699,139.6975391,EldKYXBhbiwg44CSMTUxLTAwNTMgVG9reW8sIFNoaWJ1eWEsIFlveW9naSwgMi1jaMWNbWXiiJIxMeKIku-8lSDjgqLjgq_jg4bjgqPjg5bmlrDlrr8gYjEiHhocChYKFAoSCXti1JfRjBhgETCr7xSMJ7nREgJiMQ
CLIMB,飲食,居酒屋,ダイニング・バー,渋谷区神宮前1-8-5メナー4F,090-3685-2926,,35.6702036,139.7064731,ElZKYXBhbiwg44CSMTUwLTAwMDEgVG9reW8sIFNoaWJ1eWEsIEppbmfFq21hZSwgMS1jaMWNbWXiiJI44oiS77yVIOODoeODiuODvOelnuWuruWJjSA0ZiIeGhwKFgoUChIJOf2LX6OMGGARaJb_qwXGRf8SAjRm
